"data_as_of","start_date","end_date","group","year","month","mmwr_week","week_ending_date","state","covid_19_deaths","total_deaths","percent_of_expected_deaths","pneumonia_deaths","pneumonia_and_covid_19_deaths","influenza_deaths","pneumonia_influenza_or_covid_19_deaths","footnote"
"2021-01-22T00:00:00.000","2020-12-20T00:00:00.000","2020-12-26T00:00:00.000","By Week","2020",,"52","2020-12-26T00:00:00.000","Colorado","164","832","103.00","94","75","0","183",
"2021-01-22T00:00:00.000","2020-12-27T00:00:00.000","2021-01-02T00:00:00.000","By Week",,,"53","2021-01-02T00:00:00.000","Colorado","84","669","83.00","66","43","0","107",
"2021-01-22T00:00:00.000","2021-01-03T00:00:00.000","2021-01-09T00:00:00.000","By Week","2021",,"1","2021-01-09T00:00:00.000","Colorado","40","637","77.00","44","24","0","60",
"2021-01-22T00:00:00.000","2021-01-10T00:00:00.000","2021-01-16T00:00:00.000","By Week","2021",,"2","2021-01-16T00:00:00.000","Colorado",,"358","42.00","13",,"0","17","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2019-12-29T00:00:00.000","2020-01-04T00:00:00.000","By Week",,,"1","2020-01-04T00:00:00.000","Connecticut","0","632","96.00","34","0",,"35","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-01-05T00:00:00.000","2020-01-11T00:00:00.000","By Week","2020",,"2","2020-01-11T00:00:00.000","Connecticut","0","629","91.00","48","0",,"53","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-01-12T00:00:00.000","2020-01-18T00:00:00.000","By Week","2020",,"3","2020-01-18T00:00:00.000","Connecticut","0","638","95.00","38","0",,"44","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-01-19T00:00:00.000","2020-01-25T00:00:00.000","By Week","2020",,"4","2020-01-25T00:00:00.000","Connecticut","0","652","95.00","29","0",,"36","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-01-26T00:00:00.000","2020-02-01T00:00:00.000","By Week","2020",,"5","2020-02-01T00:00:00.000","Connecticut","0","680","103.00","41","0","12","53",
"2021-01-22T00:00:00.000","2020-02-02T00:00:00.000","2020-02-08T00:00:00.000","By Week","2020",,"6","2020-02-08T00:00:00.000","Connecticut","0","647","93.00","38","0",,"44","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-02-09T00:00:00.000","2020-02-15T00:00:00.000","By Week","2020",,"7","2020-02-15T00:00:00.000","Connecticut","0","634","96.00","34","0","13","47",
"2021-01-22T00:00:00.000","2020-02-16T00:00:00.000","2020-02-22T00:00:00.000","By Week","2020",,"8","2020-02-22T00:00:00.000","Connecticut","0","649","98.00","36","0","11","47",
"2021-01-22T00:00:00.000","2020-02-23T00:00:00.000","2020-02-29T00:00:00.000","By Week","2020",,"9","2020-02-29T00:00:00.000","Connecticut","0","632","100","59","0",,"67","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-03-01T00:00:00.000","2020-03-07T00:00:00.000","By Week","2020",,"10","2020-03-07T00:00:00.000","Connecticut","0","622","98.00","39","0",,"41","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-03-08T00:00:00.000","2020-03-14T00:00:00.000","By Week","2020",,"11","2020-03-14T00:00:00.000","Connecticut","0","629","100","36","0",,"41","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-03-15T00:00:00.000","2020-03-21T00:00:00.000","By Week","2020",,"12","2020-03-21T00:00:00.000","Connecticut","11","660","103.00","44",,,"55","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-03-22T00:00:00.000","2020-03-28T00:00:00.000","By Week","2020",,"13","2020-03-28T00:00:00.000","Connecticut","47","740","117.00","50","13",,"88","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-03-29T00:00:00.000","2020-04-04T00:00:00.000","By Week","2020",,"14","2020-04-04T00:00:00.000","Connecticut","211","882","136.00","90","34",,"268","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-04-05T00:00:00.000","2020-04-11T00:00:00.000","By Week","2020",,"15","2020-04-11T00:00:00.000","Connecticut","518","1260","194.00","163","120",,"563","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-04-12T00:00:00.000","2020-04-18T00:00:00.000","By Week","2020",,"16","2020-04-18T00:00:00.000","Connecticut","677","1382","233.00","164","127",,"716","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-04-19T00:00:00.000","2020-04-25T00:00:00.000","By Week","2020",,"17","2020-04-25T00:00:00.000","Connecticut","677","1339","214.00","186","147","0","716",
"2021-01-22T00:00:00.000","2020-04-26T00:00:00.000","2020-05-02T00:00:00.000","By Week","2020",,"18","2020-05-02T00:00:00.000","Connecticut","573","1168","201.00","170","131","0","612",
"2021-01-22T00:00:00.000","2020-05-03T00:00:00.000","2020-05-09T00:00:00.000","By Week","2020",,"19","2020-05-09T00:00:00.000","Connecticut","468","1054","183.00","153","118","0","503",
"2021-01-22T00:00:00.000","2020-05-10T00:00:00.000","2020-05-16T00:00:00.000","By Week","2020",,"20","2020-05-16T00:00:00.000","Connecticut","383","949","170.0","112","86","0","409",
"2021-01-22T00:00:00.000","2020-05-17T00:00:00.000","2020-05-23T00:00:00.000","By Week","2020",,"21","2020-05-23T00:00:00.000","Connecticut","284","819","141.00","91","58",,"317","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-05-24T00:00:00.000","2020-05-30T00:00:00.000","By Week","2020",,"22","2020-05-30T00:00:00.000","Connecticut","210","751","134.00","68","44","0","234",
"2021-01-22T00:00:00.000","2020-05-31T00:00:00.000","2020-06-06T00:00:00.000","By Week","2020",,"23","2020-06-06T00:00:00.000","Connecticut","118","660","109.00","49","19","0","148",
"2021-01-22T00:00:00.000","2020-06-07T00:00:00.000","2020-06-13T00:00:00.000","By Week","2020",,"24","2020-06-13T00:00:00.000","Connecticut","87","630","114.00","33","17","0","103",
"2021-01-22T00:00:00.000","2020-06-14T00:00:00.000","2020-06-20T00:00:00.000","By Week","2020",,"25","2020-06-20T00:00:00.000","Connecticut","44","573","102.00","29",,"0","66","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-06-21T00:00:00.000","2020-06-27T00:00:00.000","By Week","2020",,"26","2020-06-27T00:00:00.000","Connecticut","43","591","104.00","41","15","0","69",
"2021-01-22T00:00:00.000","2020-06-28T00:00:00.000","2020-07-04T00:00:00.000","By Week","2020",,"27","2020-07-04T00:00:00.000","Connecticut","23","544","93.00","22",,"0","44","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-07-05T00:00:00.000","2020-07-11T00:00:00.000","By Week","2020",,"28","2020-07-11T00:00:00.000","Connecticut","25","602","105.00","27",,"0","46","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-07-12T00:00:00.000","2020-07-18T00:00:00.000","By Week","2020",,"29","2020-07-18T00:00:00.000","Connecticut","15","559","98.00","25",,"0","37","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-07-19T00:00:00.000","2020-07-25T00:00:00.000","By Week","2020",,"30","2020-07-25T00:00:00.000","Connecticut","15","580","104.00","17",,"0","30","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-07-26T00:00:00.000","2020-08-01T00:00:00.000","By Week","2020",,"31","2020-08-01T00:00:00.000","Connecticut","10","545","94.00","20",,"0","28","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-08-02T00:00:00.000","2020-08-08T00:00:00.000","By Week","2020",,"32","2020-08-08T00:00:00.000","Connecticut",,"585","104.00","25","0","0","34","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-08-09T00:00:00.000","2020-08-15T00:00:00.000","By Week","2020",,"33","2020-08-15T00:00:00.000","Connecticut",,"565","104.00","23",,"0","26","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-08-16T00:00:00.000","2020-08-22T00:00:00.000","By Week","2020",,"34","2020-08-22T00:00:00.000","Connecticut",,"558","101.00","18",,"0","22","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-08-23T00:00:00.000","2020-08-29T00:00:00.000","By Week","2020",,"35","2020-08-29T00:00:00.000","Connecticut",,"521","93.00","27",,"0","30","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-08-30T00:00:00.000","2020-09-05T00:00:00.000","By Week","2020",,"36","2020-09-05T00:00:00.000","Connecticut",,"559","98.00","26",,"0","32","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-09-06T00:00:00.000","2020-09-12T00:00:00.000","By Week","2020",,"37","2020-09-12T00:00:00.000","Connecticut",,"563","98.00","25",,"0","33","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-09-13T00:00:00.000","2020-09-19T00:00:00.000","By Week","2020",,"38","2020-09-19T00:00:00.000","Connecticut","12","570","99.00","29",,"0","36","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-09-20T00:00:00.000","2020-09-26T00:00:00.000","By Week","2020",,"39","2020-09-26T00:00:00.000","Connecticut",,"636","113.00","27","0","0","33","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-09-27T00:00:00.000","2020-10-03T00:00:00.000","By Week","2020",,"40","2020-10-03T00:00:00.000","Connecticut","16","616","105.00","22",,"0","33","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-10-04T00:00:00.000","2020-10-10T00:00:00.000","By Week","2020",,"41","2020-10-10T00:00:00.000","Connecticut","15","624","107.00","29",,"0","39","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-10-11T00:00:00.000","2020-10-17T00:00:00.000","By Week","2020",,"42","2020-10-17T00:00:00.000","Connecticut","29","597","101.00","33",,"0","57","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-10-18T00:00:00.000","2020-10-24T00:00:00.000","By Week","2020",,"43","2020-10-24T00:00:00.000","Connecticut","28","659","116.00","34",,"0","57","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-10-25T00:00:00.000","2020-10-31T00:00:00.000","By Week","2020",,"44","2020-10-31T00:00:00.000","Connecticut","55","601","99.00","43","20","0","78",
"2021-01-22T00:00:00.000","2020-11-01T00:00:00.000","2020-11-07T00:00:00.000","By Week","2020",,"45","2020-11-07T00:00:00.000","Connecticut","53","604","102.00","45","16","0","82",
"2021-01-22T00:00:00.000","2020-11-08T00:00:00.000","2020-11-14T00:00:00.000","By Week","2020",,"46","2020-11-14T00:00:00.000","Connecticut","71","632","101.00","54","27","0","98",
"2021-01-22T00:00:00.000","2020-11-15T00:00:00.000","2020-11-21T00:00:00.000","By Week","2020",,"47","2020-11-21T00:00:00.000","Connecticut","115","679","110.0","67","47","0","135",
"2021-01-22T00:00:00.000","2020-11-22T00:00:00.000","2020-11-28T00:00:00.000","By Week","2020",,"48","2020-11-28T00:00:00.000","Connecticut","133","641","101.00","65","45","0","153",
"2021-01-22T00:00:00.000","2020-11-29T00:00:00.000","2020-12-05T00:00:00.000","By Week","2020",,"49","2020-12-05T00:00:00.000","Connecticut","123","443","70.0","58","47","0","134",
"2021-01-22T00:00:00.000","2020-12-06T00:00:00.000","2020-12-12T00:00:00.000","By Week","2020",,"50","2020-12-12T00:00:00.000","Connecticut","72","285","44.00","32","22","0","82",
"2021-01-22T00:00:00.000","2020-12-13T00:00:00.000","2020-12-19T00:00:00.000","By Week","2020",,"51","2020-12-19T00:00:00.000","Connecticut","61","246","38.00","31","26","0","66",
"2021-01-22T00:00:00.000","2020-12-20T00:00:00.000","2020-12-26T00:00:00.000","By Week","2020",,"52","2020-12-26T00:00:00.000","Connecticut","32","195","31.00","21","14","0","39",
"2021-01-22T00:00:00.000","2020-12-27T00:00:00.000","2021-01-02T00:00:00.000","By Week",,,"53","2021-01-02T00:00:00.000","Connecticut","22","101","16.00","14","10","0","26",
"2021-01-22T00:00:00.000","2021-01-03T00:00:00.000","2021-01-09T00:00:00.000","By Week","2021",,"1","2021-01-09T00:00:00.000","Connecticut",,"34","5.00",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2021-01-10T00:00:00.000","2021-01-16T00:00:00.000","By Week","2021",,"2","2021-01-16T00:00:00.000","Connecticut",,"23","3.00",,,"0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2019-12-29T00:00:00.000","2020-01-04T00:00:00.000","By Week",,,"1","2020-01-04T00:00:00.000","Delaware","0","199","99.00",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-01-05T00:00:00.000","2020-01-11T00:00:00.000","By Week","2020",,"2","2020-01-11T00:00:00.000","Delaware","0","194","98.00",,"0","0",,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-01-12T00:00:00.000","2020-01-18T00:00:00.000","By Week","2020",,"3","2020-01-18T00:00:00.000","Delaware","0","190","93.00",,"0",,"12","One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-01-19T00:00:00.000","2020-01-25T00:00:00.000","By Week","2020",,"4","2020-01-25T00:00:00.000","Delaware","0","190","97.00",,"0",,,"One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards."
"2021-01-22T00:00:00.000","2020-01-26T00:00:00.000","2020-02-01T00:00:00.000","By Week","2020",,"5","2020-02-01T00:00:00.000","Delaware","0","183","99.00","14","0","0","14",
